Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
conv1_conv,conv1_conv,540,14759128,5.39735e+08,33.7204,62.4758,6.34429e+08,26630.2,64,2.06548,55,9,3590,10802,1,1,158700,9408,9.22088e+08,497683200,5940.38,20150.2,4,535.628,497683200, 1428276, 1428276, 158700, 348.45, 497683200, 15552, 15552, 9408, 32001.2, 497683200, 497683200, 3211264, 30470400, 1, 1, 28, 1, 1, 1, 1, 31, 31, 31, 64, 576
